"ID","xcoord","ycoord"
"0","539400.0","624880.0"
"0","539400.0","624881.0"
"0","539400.0","624882.0"
"0","539400.0","624883.0"
"0","539400.0","624884.0"
"0","539400.0","624885.0"
"0","539400.0","624886.0"
"0","539400.0","624887.0"
"0","539400.0","624888.0"
"0","539400.0","624889.0"
"0","539400.0","624890.0"
"0","539400.0","624891.0"
"0","539400.0","624892.0"
"0","539400.0","624893.0"
"0","539400.0","624894.0"
"0","539400.0","624895.0"
"0","539400.0","624864.0"
"0","539400.0","624865.0"
"0","539400.0","624866.0"
"0","539400.0","624867.0"
"0","539400.0","624868.0"
"0","539400.0","624869.0"
"0","539400.0","624870.0"
"0","539400.0","624871.0"
"0","539400.0","624872.0"
"0","539400.0","624873.0"
"0","539400.0","624874.0"
"0","539400.0","624875.0"
"0","539400.0","624876.0"
"0","539400.0","624877.0"
"0","539400.0","624878.0"
"0","539400.0","624879.0"
"0","539400.0","624848.0"
"0","539400.0","624849.0"
"0","539400.0","624850.0"
"0","539400.0","624851.0"
"0","539400.0","624852.0"
"0","539400.0","624853.0"
"0","539400.0","624854.0"
"0","539400.0","624855.0"
"0","539400.0","624856.0"
"0","539400.0","624857.0"
"0","539400.0","624858.0"
"0","539400.0","624859.0"
"0","539400.0","624860.0"
"0","539400.0","624861.0"
"0","539400.0","624862.0"
"0","539400.0","624863.0"
"0","539400.0","624832.0"
"0","539400.0","624833.0"
"0","539400.0","624834.0"
"0","539400.0","624835.0"
"0","539400.0","624836.0"
"0","539400.0","624837.0"
"0","539400.0","624838.0"
"0","539400.0","624839.0"
"0","539400.0","624840.0"
"0","539400.0","624841.0"
"0","539400.0","624842.0"
"0","539400.0","624843.0"
"0","539400.0","624844.0"
"0","539400.0","624845.0"
"0","539400.0","624846.0"
"0","539400.0","624847.0"
"0","539400.0","624944.0"
"0","539400.0","624945.0"
"0","539400.0","624946.0"
"0","539400.0","624947.0"
"0","539400.0","624948.0"
"0","539400.0","624949.0"
"0","539400.0","624950.0"
"0","539400.0","624951.0"
"0","539400.0","624952.0"
"0","539400.0","624953.0"
"0","539400.0","624954.0"
"0","539400.0","624955.0"
"0","539400.0","624956.0"
"0","539400.0","624957.0"
"0","539400.0","624958.0"
"0","539400.0","624959.0"
"0","539400.0","624928.0"
"0","539400.0","624929.0"
"0","539400.0","624930.0"
"0","539400.0","624931.0"
"0","539400.0","624932.0"
"0","539400.0","624933.0"
"0","539400.0","624934.0"
"0","539400.0","624935.0"
"0","539400.0","624936.0"
"0","539400.0","624937.0"
"0","539400.0","624938.0"
"0","539400.0","624939.0"
"0","539400.0","624940.0"
"0","539400.0","624941.0"
"0","539400.0","624942.0"
"0","539400.0","624943.0"
"0","539400.0","624912.0"
"0","539400.0","624913.0"
"0","539400.0","624914.0"
"0","539400.0","624915.0"
"0","539400.0","624916.0"
"0","539400.0","624917.0"
"0","539400.0","624918.0"
"0","539400.0","624919.0"
"0","539400.0","624920.0"
"0","539400.0","624921.0"
"0","539400.0","624922.0"
"0","539400.0","624923.0"
"0","539400.0","624924.0"
"0","539400.0","624925.0"
"0","539400.0","624926.0"
"0","539400.0","624927.0"
"0","539400.0","624896.0"
"0","539400.0","624897.0"
"0","539400.0","624898.0"
"0","539400.0","624899.0"
"0","539400.0","624900.0"
"0","539400.0","624901.0"
"0","539400.0","624902.0"
"0","539400.0","624903.0"
"0","539400.0","624904.0"
"0","539400.0","624905.0"
"0","539400.0","624906.0"
"0","539400.0","624907.0"
"0","539400.0","624908.0"
"0","539400.0","624909.0"
"0","539400.0","624910.0"
"0","539400.0","624911.0"
"0","539400.0","624960.0"
"0","539400.0","624961.0"
"0","539400.0","624962.0"
"0","539400.0","624964.0"
"0","539400.0","624965.0"
"0","539400.0","624966.0"
"0","539400.0","624967.0"
"0","539400.0","624968.0"
"0","539400.0","625072.0"
"0","539400.0","625073.0"
"0","539400.0","625074.0"
"0","539400.0","625075.0"
"0","539400.0","625076.0"
"0","539400.0","625077.0"
"0","539400.0","625078.0"
"0","539400.0","625059.0"
"0","539400.0","625060.0"
"0","539400.0","625061.0"
"0","539400.0","625062.0"
"0","539400.0","625063.0"
"0","539400.0","625064.0"
"0","539400.0","625065.0"
"0","538351.0","625506.0"
"0","539400.0","625066.0"
"0","538351.0","625507.0"
"0","539400.0","625067.0"
"0","538351.0","625508.0"
"0","539400.0","625068.0"
"0","538351.0","625509.0"
"0","538351.0","625510.0"
"0","539400.0","625070.0"
"0","538351.0","625511.0"
"0","539400.0","625071.0"
"0","538351.0","625453.0"
"0","538351.0","625454.0"
"0","538351.0","625455.0"
"0","538351.0","625456.0"
"0","538351.0","625457.0"
"0","538351.0","625458.0"
"0","538351.0","625459.0"
"0","538351.0","625460.0"
"0","538351.0","625461.0"
"0","538351.0","625462.0"
"0","538351.0","625544.0"
"0","538351.0","625545.0"
"0","538351.0","625546.0"
"0","538351.0","625547.0"
"0","538351.0","625548.0"
"0","538351.0","625549.0"
"0","538351.0","625550.0"
"0","538351.0","625551.0"
"0","538351.0","625552.0"
"0","538351.0","625512.0"
"0","538351.0","625513.0"
"0","538351.0","625514.0"
"0","538351.0","625515.0"
"0","538351.0","625516.0"
"0","538351.0","625517.0"
"0","538351.0","625518.0"
"0","538351.0","625519.0"
"0","538351.0","625520.0"
"0","538351.0","625521.0"
"0","538351.0","625522.0"
"0","538351.0","625523.0"
"0","538351.0","625524.0"
"0","538351.0","625525.0"
"0","538351.0","625526.0"
"0","538351.0","625527.0"
"0","538351.0","625528.0"
"0","538351.0","625529.0"
"0","538351.0","625530.0"
"0","538351.0","625531.0"
"0","538351.0","625532.0"
"0","538351.0","625533.0"
"0","538351.0","625534.0"
"0","538351.0","625535.0"
"0","538351.0","625536.0"
"0","538351.0","625537.0"
"0","538351.0","625538.0"
"0","538351.0","625539.0"
"0","538351.0","625540.0"
"0","538351.0","625541.0"
"0","538351.0","625542.0"
"0","538351.0","625543.0"
"0","537826.0","626344.0"
"0","537826.0","626345.0"
"0","537826.0","626346.0"
"0","537826.0","626347.0"
"0","537826.0","626348.0"
"0","537826.0","626349.0"
"0","537826.0","626350.0"
"0","537826.0","626351.0"
"0","537826.0","626336.0"
"0","537826.0","626337.0"
"0","537826.0","626338.0"
"0","537826.0","626339.0"
"0","537826.0","626340.0"
"0","537826.0","626341.0"
"0","537826.0","626342.0"
"0","537826.0","626343.0"
"0","539138.0","625036.0"
"0","539138.0","625037.0"
"0","539138.0","625038.0"
"0","539138.0","625039.0"
"0","539138.0","625032.0"
"0","539138.0","625033.0"
"0","539138.0","625034.0"
"0","539138.0","625035.0"
"0","539138.0","625031.0"
"0","537826.0","626376.0"
"0","537826.0","626377.0"
"0","537826.0","626378.0"
"0","537826.0","626379.0"
"0","537826.0","626380.0"
"0","539138.0","625112.0"
"0","539138.0","625113.0"
"0","539138.0","625114.0"
"0","537826.0","626368.0"
"0","539138.0","625108.0"
"0","537826.0","626369.0"
"0","539138.0","625109.0"
"0","537826.0","626370.0"
"0","539138.0","625110.0"
"0","537826.0","626371.0"
"0","539138.0","625111.0"
"0","537826.0","626372.0"
"0","539138.0","625104.0"
"0","537826.0","626373.0"
"0","539138.0","625105.0"
"0","537826.0","626374.0"
"0","539138.0","625106.0"
"0","537826.0","626375.0"
"0","539138.0","625107.0"
"0","537826.0","626360.0"
"0","537826.0","626361.0"
"0","537826.0","626362.0"
"0","537826.0","626363.0"
"0","537826.0","626364.0"
"0","537826.0","626365.0"
"0","537826.0","626366.0"
"0","537826.0","626367.0"
"0","537826.0","626352.0"
"0","537826.0","626353.0"
"0","537826.0","626354.0"
"0","537826.0","626355.0"
"0","537826.0","626356.0"
"0","537826.0","626357.0"
"0","537826.0","626358.0"
"0","537826.0","626359.0"
"0","539663.0","624380.0"
"0","539663.0","624381.0"
"0","539663.0","624376.0"
"0","539663.0","624377.0"
"0","539663.0","624378.0"
"0","539663.0","624379.0"
"0","539138.0","625100.0"
"0","539663.0","624364.0"
"0","539138.0","625101.0"
"0","539663.0","624365.0"
"0","539138.0","625102.0"
"0","539663.0","624366.0"
"0","539138.0","625103.0"
"0","539663.0","624367.0"
"0","539138.0","625096.0"
"0","539138.0","625097.0"
"0","539138.0","625098.0"
"0","539663.0","624362.0"
"0","539138.0","625099.0"
"0","539663.0","624363.0"
"0","539663.0","624372.0"
"0","539663.0","624373.0"
"0","539663.0","624374.0"
"0","539138.0","625095.0"
"0","539663.0","624375.0"
"0","539663.0","624368.0"
"0","539663.0","624369.0"
"0","539663.0","624370.0"
"0","539663.0","624371.0"
"0","538876.0","625032.0"
"0","538876.0","625033.0"
"0","538876.0","625034.0"
"0","538876.0","625035.0"
"0","538876.0","625036.0"
"0","538876.0","625037.0"
"0","538876.0","625038.0"
"0","538876.0","625039.0"
"0","538876.0","625024.0"
"0","538876.0","625025.0"
"0","538876.0","625026.0"
"0","538876.0","625027.0"
"0","538876.0","625028.0"
"0","538876.0","625029.0"
"0","538876.0","625030.0"
"0","538876.0","625031.0"
"0","538876.0","625048.0"
"0","538876.0","625049.0"
"0","538876.0","625050.0"
"0","538876.0","625051.0"
"0","538876.0","625052.0"
"0","538876.0","625053.0"
"0","538876.0","625054.0"
"0","538876.0","625055.0"
"0","538876.0","625040.0"
"0","538876.0","625041.0"
"0","538876.0","625042.0"
"0","538876.0","625043.0"
"0","538876.0","625044.0"
"0","538876.0","625045.0"
"0","538876.0","625046.0"
"0","538876.0","625047.0"
"0","538876.0","625006.0"
"0","538876.0","625007.0"
"0","538876.0","625016.0"
"0","538876.0","625017.0"
"0","538876.0","625018.0"
"0","538876.0","625019.0"
"0","538876.0","625020.0"
"0","538876.0","625021.0"
"0","538876.0","625022.0"
"0","538876.0","625023.0"
"0","538876.0","625008.0"
"0","538876.0","625009.0"
"0","538876.0","625010.0"
"0","538876.0","625011.0"
"0","538876.0","625012.0"
"0","538876.0","625013.0"
"0","538876.0","625014.0"
"0","538876.0","625015.0"
"0","538876.0","625056.0"
"0","538876.0","625057.0"
"0","538876.0","625058.0"
"0","538614.0","625012.0"
"0","538614.0","625013.0"
"0","538614.0","625014.0"
"0","538614.0","625015.0"
"0","538614.0","625008.0"
"0","538614.0","625009.0"
"0","538614.0","625010.0"
"0","538614.0","625011.0"
"0","538614.0","625020.0"
"0","538614.0","625021.0"
"0","538614.0","625022.0"
"0","538614.0","625023.0"
"0","538614.0","625016.0"
"0","538614.0","625017.0"
"0","538614.0","625018.0"
"0","538614.0","625019.0"
"0","538614.0","625028.0"
"0","538614.0","625029.0"
"0","538614.0","625030.0"
"0","538614.0","625031.0"
"0","538614.0","625024.0"
"0","538614.0","625025.0"
"0","538614.0","625026.0"
"0","538614.0","625027.0"
"0","538614.0","625036.0"
"0","538614.0","625037.0"
"0","538614.0","625038.0"
"0","538614.0","625039.0"
"0","538614.0","625032.0"
"0","538614.0","625033.0"
"0","538614.0","625034.0"
"0","538614.0","625035.0"
"0","538614.0","625004.0"
"0","538614.0","625005.0"
"0","538614.0","625006.0"
"0","538614.0","625007.0"
"0","538614.0","625002.0"
"0","538614.0","625003.0"
"0","538614.0","625040.0"
"0","539926.0","623880.0"
"0","539926.0","623881.0"
"0","539926.0","623882.0"
"0","539926.0","623883.0"
"0","539926.0","623884.0"
"0","539926.0","623885.0"
"0","539926.0","623886.0"
"0","539926.0","623887.0"
"0","539926.0","623872.0"
"0","539926.0","623873.0"
"0","539926.0","623874.0"
"0","539926.0","623875.0"
"0","539926.0","623876.0"
"0","539926.0","623877.0"
"0","539926.0","623878.0"
"0","539926.0","623879.0"
"0","539926.0","623867.0"
"0","539926.0","623868.0"
"0","539926.0","623869.0"
"0","539926.0","623870.0"
"0","539926.0","623871.0"
"0","538089.0","625940.0"
"0","538089.0","625941.0"
"0","538089.0","625942.0"
"0","538089.0","625943.0"
"0","538089.0","625936.0"
"0","538089.0","625937.0"
"0","538089.0","625938.0"
"0","538089.0","625939.0"
"0","538089.0","625932.0"
"0","538089.0","625933.0"
"0","538089.0","625934.0"
"0","538089.0","625935.0"
"0","538089.0","625928.0"
"0","538089.0","625929.0"
"0","538089.0","625930.0"
"0","538089.0","625931.0"
"0","538089.0","625926.0"
"0","538089.0","625927.0"
"0","539926.0","623888.0"
"0","539926.0","623889.0"
"0","539926.0","623890.0"
"0","539926.0","623891.0"
"0","539926.0","623892.0"
"0","539926.0","623893.0"
"0","538089.0","625964.0"
"0","538089.0","625960.0"
"0","538089.0","625961.0"
"0","538089.0","625962.0"
"0","538089.0","625963.0"
"0","538089.0","625956.0"
"0","538089.0","625957.0"
"0","538089.0","625958.0"
"0","538089.0","625959.0"
"0","538089.0","625952.0"
"0","538089.0","625953.0"
"0","538089.0","625954.0"
"0","538089.0","625955.0"
"0","538089.0","625948.0"
"0","538089.0","625949.0"
"0","538089.0","625950.0"
"0","538089.0","625951.0"
"0","538089.0","625944.0"
"0","538089.0","625945.0"
"0","538089.0","625946.0"
"0","538089.0","625947.0"
"0","539401.0","624840.0"
"0","539401.0","624841.0"
"0","539401.0","624842.0"
"0","539401.0","624843.0"
"0","539401.0","624844.0"
"0","539401.0","624845.0"
"0","539401.0","624846.0"
"0","539401.0","624847.0"
"0","539401.0","624848.0"
"0","539401.0","624849.0"
"0","539401.0","624850.0"
